Name,Website,Country,Publisher,Language,Year_Start,panels,Level
Fennoscandia archaeologica,https://journal.fi/fennoscandiaarchaeologica,FINLAND,Suomen arkeologinen seura,Multiple languages,1984.0,23,2
Fertility and sterility,http://www.fertstert.org,UNITED STATES,Elsevier,English,1950.0,13,3
FF communications,https://kalevalaseura.fi/en/folklore-fellows-communications/,FINLAND,Kalevalaseura,Multiple languages,1910.0,23,2
Field crops research,http://www.journals.elsevier.com/field-crops-research/,NETHERLANDS,Elsevier,English,1978.0,15,2
Field methods,http://fmx.sagepub.com/,UNITED STATES,SAGE,English,1999.0,23,2
Film history: an international journal,http://inscribe.iupress.org/loi/fil,UNITED STATES,Taylor & Francis,English,1987.0,22,2
Film quarterly,http://www.filmquarterly.org,UNITED STATES,University of California Press,English,1958.0,22,2
Canadian literature,http://www.canlit.ca,CANADA,University of British Columbia,Multiple languages,1959.0,22,2
Canadian slavonic papers: an interdisciplinary journal devoted to central and eastern europe,http://www.ualberta.ca/~csp,CANADA,Taylor & Francis,English,1956.0,21,2
Canadian theatre review,http://www.utpjournals.com/Canadian-Theatre-Review.html,CANADA,"York University, Faculty of Fine Arts",Multiple languages,1974.0,22,2
Cancer,http://www3.interscience.wiley.com/journal/28741/home,UNITED STATES,John Wiley & Sons,English,1948.0,12,2
Cancer cell,http://www.cell.com/cancer-cell/home,UNITED STATES,Cell Press,English,2002.0,11,3
Cancer epidemiology biomarkers and prevention,http://cebp.aacrjournals.org/,UNITED STATES,American Association for Cancer Research,English,1991.0,14,2
Cancer nursing,http://www.cancernursingonline.com,UNITED STATES,Lippincott,English,1978.0,14,2
Cancer research,http://cancerres.aacrjournals.org/,UNITED STATES,Waverly Press,English,1941.0,11,3
"Capitalism, nature, socialism",http://www.tandfonline.com/toc/rcns20/current,UNITED KINGDOM,Routledge,English,1988.0,17,2
Carbohydrate polymers,http://www.journals.elsevier.com/carbohydrate-polymers/#description,UNITED KINGDOM,Elsevier,English,1981.0,10,2
Carbon,http://www.journals.elsevier.com/carbon/#description,UNITED KINGDOM,Pergamon Press,Multiple languages,1963.0,4,2
Cardiovascular research,http://cardiovascres.oxfordjournals.org,UNITED KINGDOM,Oxford University Press,English,1967.0,12,2
Career development quarterly,http://www.counseling.org/Publications/Journals.aspx,UNITED STATES,John Wiley & Sons,English,1986.0,18,2
Caries research,http://www.karger.com/CRE,SWITZERLAND,Karger Publishers,English,1967.0,13,2
Cartography and geographic information science,http://www.tandfonline.com/loi/TCAG20,UNITED KINGDOM,Taylor & Francis,English,1999.0,5,2
Catalysis reviews: science and engineering,http://www.tandfonline.com/loi/lctr20,UNITED STATES,Taylor & Francis,English,1974.0,10,2
Catholic biblical quarterly,http://catholicbiblical.org/publications/cbq,UNITED STATES,Catholic Biblical Association of America,English,1939.0,20,2
Catholic historical review,http://muse.jhu.edu/journals/cat/,UNITED STATES,Catholic University of America Press,English,1915.0,23,2
Cell,http://www.cell.com/home,UNITED STATES,Elsevier,English,1974.0,7,3
Cell death and differentiation,http://www.nature.com/cdd/index.html,UNITED KINGDOM,Springer Nature,English,1994.0,7,2
Cell host and microbe,http://www.cell.com/cell-host-microbe/home,UNITED STATES,Cell Press,English,2007.0,7,3
Cell metabolism,http://www.cell.com/cell-metabolism/home,UNITED STATES,Cell Press,English,2005.0,7,3
Cell research,http://www.cell-research.com,CHINA,Springer Nature,English,1990.0,7,2
Cell stem cell,http://www.cell.com/cell-stem-cell/home,UNITED STATES,Elsevier,English,2007.0,7,3
Cellular and molecular life sciences,http://www.springer.com/birkhauser/biosciences/journal/18,SWITZERLAND,Springer Nature,English,1997.0,7,2
Cellulose,http://springerlink.metapress.com/openurl.asp?genre=journal&amp;issn=0969-0239,UNITED KINGDOM,Springer Nature,English,1994.0,10,2
Cement and concrete composites,http://www.journals.elsevier.com/cement-and-concrete-composites/#description,UNITED KINGDOM,Elsevier,English,1990.0,8,3
Cement and concrete research,http://www.journals.elsevier.com/cement-and-concrete-research/#description,UNITED STATES,Pergamon Press,Multiple languages,1971.0,8,3
Central europe,http://www.maneyonline.com/index.php/journals/ceu/,UNITED KINGDOM,Taylor & Francis,English,2003.0,23,2
Central european history,http://journals.cambridge.org/action/displayJournal?jid=CCC,UNITED KINGDOM,Cambridge University Press,English,1968.0,23,3
Cephalalgia,http://cep.sagepub.com,UNITED KINGDOM,SAGE,English,1981.0,13,2
Cerebral cortex,http://cercor.oxfordjournals.org/,UNITED STATES,Oxford University Press,English,1991.0,13,3
Ceska literatura,http://www.ucl.cas.cz/cs/casopis-ceska-literatura,CZECHIA,"Czech Academy of Sciences, Institute of Czech Literature",Multiple languages,1953.0,22,2
Chaucer review,http://www.psupress.org/journals/jnls_chaucer.html,UNITED STATES,Pennsylvania State University Press,English,1966.0,22,2
Chemical communications,http://pubs.rsc.org/en/journals/journalissues/cc#!recentarticles&amp;all,UNITED KINGDOM,Royal Society of Chemistry,English,1996.0,4,2
Chemical engineering journal,http://www.elsevier.com/locate/cej,SWITZERLAND,Elsevier,English,1996.0,10,3
Chemical engineering science,http://www.journals.elsevier.com/chemical-engineering-science/#description,UNITED KINGDOM,Pergamon Press,English,1951.0,10,3
Chemical geology,http://www.elsevier.com/locate/chemgeo,NETHERLANDS,Elsevier,English,1966.0,5,2
Chemical research in toxicology,http://pubs.acs.org/journal/crtoec,UNITED STATES,American Chemical Society,English,1988.0,11,2
Chemical reviews,http://pubs.acs.org/journal/chreay,UNITED STATES,American Chemical Society,English,1924.0,4,3
Chemical science,http://pubs.rsc.org/en/Journals/JournalIssues/SC#!recentarticles&amp;all,UNITED KINGDOM,Royal Society of Chemistry,English,2010.0,4,3
Chemical society reviews,http://pubs.rsc.org/en/journals/journalissues/cs#!recentarticles&amp;all,UNITED KINGDOM,Royal Society of Chemistry,English,1972.0,4,3
Chemistry of materials,http://pubs.acs.org/journal/cmatex,UNITED STATES,American Chemical Society,English,1989.0,4,3
Chemistry: a european journal,http://www.wiley-vch.de/home/chemistry,GERMANY,Wiley-VCH,English,1995.0,4,2
ChemSusChem,http://www.wiley-vch.de/publish/dt/journals/newJournals/2476/?sID=71f3d067ca62757ff511b46ff5181bd6,GERMANY,Wiley-VCH,English,2008.0,10,2
Chest,http://journal.publications.chestnet.org/,UNITED STATES,Elsevier,English,1970.0,12,2
Child and family social work,http://www.wiley.com/WileyCDA/WileyTitle/productCd-CFS.html,UNITED KINGDOM,Wiley-Blackwell,English,1996.0,17,2
Child and family law quarterly,http://www.jordanpublishing.co.uk/Publications/catDetails.aspx?productID=50,UNITED KINGDOM,Jordan Publishing,English,1995.0,19,2
Child development,http://www.wiley.com/bw/journal.asp?ref=0009-3920,UNITED STATES,John Wiley & Sons,English,1930.0,18,3
Childhood,http://chd.sagepub.com,UNITED KINGDOM,SAGE,English,1993.0,17,3
Childrens literature in education,http://springerlink.metapress.com/openurl.asp?genre=journal&amp;issn=0045-6713,UNITED STATES,Springer Nature,English,1970.0,22,2
China journal,http://www.press.uchicago.edu/ucp/journals/journal/tcj.html,AUSTRALIA,"Contemporary China Centre, Research School of Pacific and Asian Studies, Australian National University",English,1995.0,17,3
China quarterly,http://journals.cambridge.org/action/displayJournal?jid=CQY,UNITED KINGDOM,Cambridge University Press,English,1960.0,17,2
China studies,http://www.brill.nl/publications/china-studies,NETHERLANDS,Brill,English,2002.0,23,2
Church history,http://journals.cambridge.org/action/displayJournal?jid=CHH,UNITED KINGDOM,Cambridge University Press,English,1932.0,20,2
Cin: computers informatics nursing,http://www.cinjournal.com,UNITED STATES,Lippincott,English,2002.0,14,2
Circulation,http://circ.ahajournals.org,UNITED STATES,Lippincott,English,1950.0,12,3
Circulation research,http://circres.ahajournals.org,UNITED STATES,Lippincott,English,1953.0,11,3
Circulation: cardiovascular imaging,http://circimaging.ahajournals.org,UNITED STATES,Lippincott,English,2008.0,13,2
Circulation: cardiovascular interventions,http://circinterventions.ahajournals.org,UNITED STATES,Lippincott,English,2008.0,12,2
Circulation: heart failure,http://circheartfailure.ahajournals.org/,UNITED STATES,Lippincott,English,2008.0,12,2
Cities,http://www.elsevier.com/locate/cities,UNITED KINGDOM,Elsevier,English,1983.0,17,2
Citizenship studies,http://www.tandfonline.com/toc/ccst20/current,UNITED KINGDOM,Routledge,English,1997.0,19,2
City and society,http://www.wiley.com/bw/journal.asp?ref=0893-0465,UNITED STATES,Wiley-Blackwell,English,1987.0,23,2
Cladistics,http://www.wiley.com/WileyCDA/WileyTitle/productCd-CLA.html,UNITED STATES,John Wiley & Sons,English,1985.0,6,2
Classica et mediaevalia: revue danoise de philologie et d histoire,http://www.mtp.hum.ku.dk/tidsskrift.asp?issn=0106-5815,DENMARK,Museum Tusculanum Press,Multiple languages,1938.0,23,2
Classical antiquity,https://online.ucpress.edu/ca,UNITED STATES,University of California Press,English,1982.0,22,3
Classical journal,https://cj.camws.org/,UNITED STATES,Classical Association of the Middle West and South,English,1905.0,22,2
Classical philology,http://www.journals.uchicago.edu/toc/cp/current,UNITED STATES,University of Chicago Press,English,1906.0,22,3
Classical quarterly,http://journals.cambridge.org/action/displayJournal?jid=CAQ,UNITED KINGDOM,Cambridge University Press,English,1907.0,22,3
Classical review,http://journals.cambridge.org/action/displayJournal?jid=CAR,UNITED KINGDOM,Cambridge University Press,English,1887.0,22,2
Classroom discourse,http://www.tandfonline.com/loi/rcdi20,UNITED KINGDOM,Routledge,English,2010.0,21,2
Climate dynamics,http://link.springer.de/link/service/journals/00382/index.htm,GERMANY,Springer Nature,English,1986.0,5,2
Climate of the past,http://www.climate-of-the-past.net,GERMANY,Copernicus Publications,English,2005.0,5,2
Climate policy,http://www.tandfonline.com/toc/tcpo20/current,UNITED KINGDOM,Taylor & Francis,English,2001.0,17,2
Climatic change,http://springerlink.metapress.com/openurl.asp?genre=journal&amp;issn=0165-0009,NETHERLANDS,Springer Nature,English,1977.0,5,2
Clinical and experimental allergy,http://www.wiley.com/WileyCDA/WileyTitle/productCd-CEA.html,UNITED KINGDOM,Wiley-Blackwell,English,1989.0,12,2
Clinical cancer research,http://clincancerres.aacrjournals.org/,UNITED STATES,Association for Cancer Research,English,1995.0,12,3
Clinical chemistry,http://www.clinchem.org,UNITED STATES,Oxford University Press,English,1955.0,11,3
Clinical child and family psychology review,http://www.springer.com/psychology/child+&amp;+school+psychology/journal/10567,UNITED STATES,Springer Nature,English,1998.0,18,2
Clinical epidemiology,http://www.dovepress.com/clinical-epidemiology-journal,NEW ZEALAND,Dove Medical Press,English,2009.0,14,3
Clinical gastroenterology and hepatology,http://www.cghjournal.org,UNITED STATES,Elsevier,English,2003.0,12,2
Clinical infectious diseases,http://www.oxfordjournals.org/our_journals/cid/,UNITED STATES,Oxford University Press,English,1992.0,11,3
Clinical journal of the american society of nephrology,http://cjasn.asnjournals.org,UNITED STATES,American Society of Nephrology,English,2006.0,12,2
Clinical linguistics and phonetics,http://informahealthcare.com/journal/clp,UNITED STATES,Taylor & Francis,English,1987.0,21,3
Clinical microbiology and infection,http://www.wiley.com/WileyCDA/WileyTitle/productCd-CLM.html,UNITED KINGDOM,Elsevier,English,1995.0,11,2
Clinical microbiology reviews,http://cmr.asm.org/,UNITED STATES,American Society for Microbiology,English,1988.0,11,3
Clinical neurophysiology,http://www.elsevier.com/locate/clinph,NETHERLANDS,Elsevier,English,1999.0,13,3
Clinical nutrition,http://www.elsevier.com/locate/clnu,UNITED KINGDOM,Elsevier,English,1982.0,14,3
Clinical oral implants research,http://www.blackwellpublishing.com/journals/CLR,UNITED KINGDOM,Wiley-Blackwell,English,1994.0,13,3
Clinical oral investigations,http://link.springer.de/link/service/journals/00784/index.htm,GERMANY,Springer Nature,English,1997.0,13,2
Clinical orthopaedics and related research,http://www.springer.com/medicine/orthopedics/journal/11999,UNITED STATES,Lippincott,English,1963.0,13,2
Clinical pharmacokinetics,http://pharmacokinetics.adisonline.com/,SWITZERLAND,Adis,English,1976.0,11,2
Clinical pharmacology and therapeutics,http://www.nature.com/clpt/index.html,UNITED STATES,John Wiley & Sons,English,1960.0,11,3
Clinical psychology review,http://www.journals.elsevier.com/clinical-psychology-review/#description,UNITED STATES,Pergamon Press,English,1981.0,18,3
Clinical psychology: science and practice,http://www.wiley.com/bw/journal.asp?ref=0969-5893,UNITED KINGDOM,Wiley-Blackwell,English,1994.0,18,2
Clinical rehabilitation,http://cre.sagepub.com,UNITED KINGDOM,SAGE,English,1987.0,14,2
Clinics in perinatology,http://www.elsevier.com/wps/find/journaldescription.cws_home/623324/description#description,UNITED STATES,Saunders,English,1974.0,13,2
"Clio: a journal of literature, history, and the philosophy of history",http://www.ipfw.edu/clio/,UNITED STATES,Indiana University,English,1971.0,22,2
Cliometrica,http://www.springer.com/economics/economic+theory/journal/11698,GERMANY,Springer Nature,English,2007.0,23,2
Coastal engineering,http://www.elsevier.com/locate/coastaleng,NETHERLANDS,Elsevier,English,1977.0,8,3
Cochrane database of systematic reviews,https://www.cochranelibrary.com/cdsr/about-cdsr,UNITED KINGDOM,BMJ Publishing Group,English,1995.0,12,2
Codesign: international journal of cocreation in design and the arts,http://www.tandfonline.com/loi/ncdn20,UNITED KINGDOM,Taylor & Francis,English,2005.0,22,3
Cognition,http://www.journals.elsevier.com/cognition/,NETHERLANDS,Elsevier,English,1972.0,18,3
Cognition and emotion,http://www.tandfonline.com/loi/pcem20,UNITED KINGDOM,Routledge,English,1987.0,18,2
Cognition and instruction,http://www.tandfonline.com/loi/hcgi20,UNITED STATES,Routledge,English,1984.0,18,2
Cognitive linguistics,http://www.degruyter.de/journals/cogling/detailEn.cfm,GERMANY,De Gruyter Mouton,English,1990.0,21,3
Cognitive psychology,http://www.elsevier.com/wps/find/journaldescription.cws_home/622807/description,UNITED STATES,Academic Press,English,1970.0,18,3
Cognitive science,http://www3.interscience.wiley.com/journal/121670282/home,UNITED STATES,John Wiley & Sons,English,1977.0,18,2
Cognitive semiotics,http://www.cognitivesemiotics.com,SWITZERLAND,De Gruyter,English,2007.0,21,2
Cold regions science and technology,http://www.elsevier.com/locate/coldregions,NETHERLANDS,Elsevier,English,1979.0,8,2
Cold war history,http://www.tandfonline.com/toc/fcwh20/current,UNITED KINGDOM,Routledge,English,2000.0,23,3
College and research libraries,http://crl.acrl.org,UNITED STATES,American Library Association,English,1939.0,17,2
Colloids and surfaces b: biointerfaces,http://www.elsevier.com/locate/colsurfb,NETHERLANDS,Elsevier,English,1993.0,10,2
Columbia law review,http://www.columbialawreview.org/,UNITED STATES,Columbia University,English,1901.0,19,3
Combinatorica,http://link.springer.de/link/service/journals/00493/index.htm,HUNGARY,Springer Nature,English,1981.0,1,2
"Combinatorics, probability and computing",http://journals.cambridge.org/action/displayJournal?jid=CPC,UNITED KINGDOM,Cambridge University Press,English,1992.0,1,2
Combustion and flame,http://www.elsevier.com/wps/find/journaldescription.cws_home/505736/description#description,UNITED STATES,Elsevier,English,1957.0,10,3
Commentarii mathematici helvetici,http://www.ems-ph.org/journals/cmh/cmh.php,INTERNATIONAL,EMS Publishing House,English,1929.0,1,2
Common market law review,http://www.kluwerlawonline.com/productinfo.php?pubcode=COLA,NETHERLANDS,Wolters Kluwer,English,1963.0,19,3
